chapter,keyword
Chapter_1,WGI
Chapter_1,Working Groups
Chapter_1,global stocktake
Chapter_1,climate information
Chapter_1,CORDEX
Chapter_1,risk management
Chapter_1,climate services
Chapter_1,vulnerability
Chapter_1,GCM
Chapter_1,paleoclimate archives
Chapter_1,WGI Assessment
Chapter_1,thermohaline circulation
Chapter_1,Working Group II
Chapter_1,Oxford University Press
Chapter_1,scientific literature
Chapter_1,WGII
Chapter_1,IPCC Sixth Assessment Cycle
Chapter_1,calibrated language
Chapter_1,expert judgment
Chapter_1,Earth System Grid Federation
Chapter_1,local knowledge
Chapter_1,Third Assessment Report
Chapter_1,IPCC assessment reports
Chapter_1,climate change impacts
Chapter_1,Mastrandrea
Chapter_1,GHG emissions scenario
Chapter_1,Special Reports
Chapter_1,WGI Report
Chapter_1,Structured Expert Dialogue
Chapter_1,net zero GHG emissions
Chapter_1,media coverage
Chapter_1,social media
Chapter_1,agreement
Chapter_1,scientific understanding
Chapter_1,Climate Services
Chapter_1,ocean regions
Chapter_1,silicate rock weathering
Chapter_1,climatic change
Chapter_1,Climate Change Adaptation
Chapter_1,org
Chapter_1,Reanalyses
Chapter_1,climate futures
Chapter_1,metrics
Chapter_1,PPEs
Chapter_1,reference scenarios
Chapter_1,SRES scenarios
Chapter_1,Sectoral
Chapter_1,Intergovernmental Panel
Chapter_1,Climate Change Research
Chapter_1,IPCC Scientific Assessment
Chapter_1,climate risk
Chapter_1,climate change information
Chapter_1,objectivity
Chapter_1,physical climate system
Chapter_1,Sixth Assessment Cycle
Chapter_1,Sendai Framework
Chapter_1,AR6 WGI Report
Chapter_1,Process Understanding
Chapter_1,climate events
Chapter_1,IPCC Working Groups
Chapter_1,WGI contribution
Chapter_1,risk
Chapter_1,net zero emissions targets
Chapter_1,direct air measurements
Chapter_1,bipolar seesaw
Chapter_1,climate change adaptation
Chapter_1,IPBES
Chapter_1,economic development
Chapter_1,heavy precipitation events
Chapter_1,ecosystem functioning
Chapter_1,polar ice sheets
Chapter_1,regional projections
Chapter_1,IPCC calibrated uncertainty language
Chapter_1,calibrated uncertainty language
Chapter_1,Likelihood
Chapter_1,likelihood statements
Chapter_1,understanding
Chapter_1,uncertainty interval
Chapter_1,Values
Chapter_1,climate research
Chapter_1,indigenous knowledge
Chapter_1,Climate services
Chapter_1,tide gauges
Chapter_1,total radiative forcing
Chapter_1,First Assessment Report
Chapter_1,radiative transfer
Chapter_1,event attribution
Chapter_1,heat storage
Chapter_1,general circulation model
Chapter_1,risk framing
Chapter_1,observational network
Chapter_1,Climate Change Signal
Chapter_1,internal climate variations
Chapter_1,regional sea level change
Chapter_1,stability landscape
Chapter_1,ecological systems
Chapter_1,cultural assets
Chapter_1,Vulnerability
Chapter_1,human systems
Chapter_1,Land Regions
Chapter_1,Ocean Regions
Chapter_1,Typological Regions
Chapter_1,Continental Regions
Chapter_1,Small Islands
Chapter_1,Baseline Surface Radiation Network
Chapter_1,Global Terrestrial Network
Chapter_1,Essential Biodiversity Variables
Chapter_1,regional climate models
Chapter_1,Coordinated Regional Downscaling Experiment
Chapter_1,FaIR
Chapter_1,performance metrics
Chapter_1,Cloud Feedback Model Intercomparison Project
Chapter_1,RCP pathways
Chapter_1,atmospheric carbon dioxide concentrations
Chapter_1,Climate Modeling
Chapter_1,Systems
Chapter_1,MIT Press
Chapter_1,wind patterns
Chapter_1,Royal Society of London
Chapter_1,Meteorology
Chapter_1,Climate Change Projections
Chapter_1,shared socioeconomic pathways
Chapter_1,Weather Prediction
Chapter_1,Flato
Chapter_1,IPCC Sixth Assessment Report
Chapter_1,Global surface temperatures
Chapter_1,atmospheric greenhouse gas concentrations
Chapter_1,beliefs
Chapter_1,traditions
Chapter_1,openness
Chapter_1,Social values
Chapter_1,observational capacity
Chapter_1,extended records
Chapter_1,WGI report
Chapter_1,Coordinated Regional Climate Downscaling Experiment
Chapter_1,simplified climate models
Chapter_1,Regional Information
Chapter_1,compound events
Chapter_1,Executive Summary
Chapter_1,regional information
Chapter_1,user context
Chapter_1,Global Precipitation Climatology Centre
Chapter_1,atmospheric concentrations
Chapter_1,Community Members
Chapter_1,industrialisation
Chapter_1,paleoclimatic archives
Chapter_1,EPICA Community Members
Chapter_1,WAIS Divide Project Members
Chapter_1,instabilities
Chapter_1,critical thresholds
Chapter_1,finance
Chapter_1,NDC
Chapter_1,SBSTA
Chapter_1,periodic review
Chapter_1,2030 Agenda
Chapter_1,mitigation decisions
Chapter_1,Disaster Risk Reduction
Chapter_1,disaster risk
Chapter_1,society
Chapter_1,rolling work programme
Chapter_1,biodiversity conservation
Chapter_1,climate resilience
Chapter_1,Marine heatwaves
Chapter_1,NDCs
Chapter_1,warming levels
Chapter_1,anthropogenic effect
Chapter_1,scientific uncertainty
Chapter_1,public opinion
Chapter_1,public climate change awareness
Chapter_1,quantitative
Chapter_1,likelihood scale
Chapter_1,likelihood
Chapter_1,statistical analysis
Chapter_1,expert elicitation
Chapter_1,uncertainty intervals
Chapter_1,conceptual models
Chapter_1,human rights
Chapter_1,mountains
Chapter_1,resource managers
Chapter_1,mass media
Chapter_1,television coverage
Chapter_1,climate understanding
Chapter_1,social media platforms
Chapter_1,Twitter
Chapter_1,surface stations
Chapter_1,World Weather Records
Chapter_1,JMA
Chapter_1,mo
Chapter_1,global surface temperature datasets
Chapter_1,Atmospheric Infrared Sounder
Chapter_1,solar heating
Chapter_1,greenhouse effect
Chapter_1,International Geophysical Year
Chapter_1,GOSat
Chapter_1,fossils
Chapter_1,paleoclimate studies
Chapter_1,paleoclimatology
Chapter_1,Camp Century
Chapter_1,ice volume
Chapter_1,Interglacials Working Group
Chapter_1,radiatively active gases
Chapter_1,planetary temperature
Chapter_1,cloud nucleation
Chapter_1,radiocarbon
Chapter_1,numerical weather prediction
Chapter_1,documentation
Chapter_1,AR4
Chapter_1,global average temperatures
Chapter_1,anthropogenic greenhouse gas concentrations
Chapter_1,energy use
Chapter_1,United Nations Conference
Chapter_1,CO2 doubling
Chapter_1,FAR
Chapter_1,FAR central estimate
Chapter_1,FAR regions
Chapter_1,extreme rainfall
Chapter_1,ative forcing
Chapter_1,net zero CO2 emissions
Chapter_1,Global Temperature
Chapter_1,UK summer temperatures
Chapter_1,Arctic sea ice variations
Chapter_1,weather
Chapter_1,tropical countries
Chapter_1,societal choices
Chapter_1,Uncertainty Quantification
Chapter_1,emissions scenario uncertainty
Chapter_1,causal factors
Chapter_1,early warning signals
Chapter_1,climate tipping points
Chapter_1,bifurcation
Chapter_1,risk assessments
Chapter_1,CIDs
Chapter_1,Attribution assessments
Chapter_1,numerical models
Chapter_1,economic inequality
Chapter_1,wild species
Chapter_1,Hurricane Harvey
Chapter_1,Climate Regions
Chapter_1,regional phenomena
Chapter_1,Reference Regions
Chapter_1,Global Ocean Observing System
Chapter_1,Observational Capacity
Chapter_1,Satellites
Chapter_1,Integrated Carbon Observation System
Chapter_1,ICOS
Chapter_1,GRACE
Chapter_1,early
Chapter_1,proxy system models
Chapter_1,MO
Chapter_1,pandemic
Chapter_1,observing
Chapter_1,aerosol observations
Chapter_1,gravity waves
Chapter_1,global average surface temperature
Chapter_1,coupled reanalyses
Chapter_1,downscaling
Chapter_1,parameterization schemes
Chapter_1,unresolved processes
Chapter_1,prognostic representation
Chapter_1,intercomparisons
Chapter_1,tuning target
Chapter_1,RCMs
Chapter_1,Regional climate models
Chapter_1,OSCAR
Chapter_1,Reduced Complexity Model Intercomparison Project
Chapter_1,global temperature change potential
Chapter_1,Paris Rulebook
Chapter_1,fitness
Chapter_1,MMEs
Chapter_1,statistical downscaling techniques
Chapter_1,climate model ensembles
Chapter_1,integration
Chapter_1,climate change mitigation action
Chapter_1,net zero emissions
Chapter_1,GDP
Chapter_1,approximate radiative forcing levels
Chapter_1,community
Chapter_1,impact
Chapter_1,scenario
Chapter_1,mitigation scenario
Chapter_1,temperature evolution
Chapter_1,gas cycle models
Chapter_1,default settings
Chapter_1,equilibrium states
Chapter_1,prescribed SST
Chapter_1,carbon budget concept
Chapter_1,human factors
Chapter_1,climate knowledge
Chapter_1,warm periods
Chapter_1,New York Academy of Sciences
Chapter_1,regional reanalysis
Chapter_1,Institutional Integrity
Chapter_1,Integrity Systems
Chapter_1,Symposium
Chapter_1,Volcanoes
Chapter_1,Economics
Chapter_1,Emissions Scenarios
Chapter_1,University of Chicago Press
Chapter_1,National Academies
Chapter_1,Greenhouse Effect
Chapter_1,International Commission
Chapter_1,forward model
Chapter_1,annual rings
Chapter_1,climate modeling
Chapter_1,Water Resources Research
Chapter_1,Climate Change 2014
Chapter_1,Cloud Feedback
Chapter_1,Meteor
Chapter_1,Climate Observing Systems
Chapter_1,IPCC Fourth Assessment Report
Chapter_1,Philosophy
Chapter_1,IPCC Assessment Reports
Chapter_1,National Strategy
Chapter_1,Seamless Prediction
Chapter_1,Climate Simulation
Chapter_1,Human Environment
Chapter_1,absorption
Chapter_1,Addis Ababa Action Agenda
Chapter_1,institutional arrangements
Chapter_1,United Nations Framework Convention on
Chapter_1,Anthropogenic aerosols
Chapter_1,Cox
Chapter_1,physical science
Chapter_1,alyses
Chapter_1,international policy responses
Chapter_1,scenario framework
Chapter_1,IPCC assessment cycles
Chapter_1,changing climate system
Chapter_1,deep ocean acidification
Chapter_1,international policy context
Chapter_1,UN Framework Convention on Climate
Chapter_1,cumulative carbon emissions budgets
Chapter_1,observed climate changes
Chapter_1,human forcing
Chapter_1,fine solid particles
Chapter_1,liquid droplets
Chapter_1,systematic scientific assessments
Chapter_1,Tropical regions
Chapter_1,unified framework
Chapter_1,Systematic risk framing
Chapter_1,Scientific knowledge
Chapter_1,national identity
Chapter_1,religion
Chapter_1,WGI ReportCap
Chapter_1,ocean observing networks
Chapter_1,proxy archives
Chapter_1,climate record
Chapter_1,multiple causal factors
Chapter_1,complex climate models
Chapter_1,Key model intercomparisons
Chapter_1,ensemble model simulations
Chapter_1,Cumulative carbon emissions
Chapter_1,independent evidence
Chapter_1,science assessments
Chapter_1,adaptation options
Chapter_1,mitigation response options
Chapter_1,Working Group Reports
Chapter_1,AR6 Special Reports
Chapter_1,Climate model capabilities
Chapter_1,hesis Report
Chapter_1,paleoclimatic information
Chapter_1,changing clim
Chapter_1,online Interactive Atlas
Chapter_1,visualization
Chapter_1,Frequently Asked Questions
Chapter_1,reprodu
Chapter_1,ibility
Chapter_1,input data
Chapter_1,archived code
Chapter_1,Input Data Tables
Chapter_1,model input
Chapter_1,Technical Summary
Chapter_1,AR6 WGI Structure
Chapter_1,AR5 WGI Report
Chapter_1,regional adaptation planning
Chapter_1,risk management framework
Chapter_1,AR5 WGI chapter categories
Chapter_1,colour code
Chapter_1,AR5 WGI chapters
Chapter_1,AR6 WGI chapters
Chapter_1,AR6 WGI report
Chapter_1,sectoral impacts
Chapter_1,WGII Assessment
Chapter_1,complex Earth System Models
Chapter_1,coronavirus pandemic
Chapter_1,climate change science
Chapter_1,integrated Synthesis
Chapter_1,international policy processes
Chapter_1,modelling framework
Chapter_1,international climate change governance
Chapter_1,fundamental scientific values
Chapter_1,observing networks
Chapter_1,modelling capabilities
Chapter_1,knowledge integration
Chapter_1,international climate governance
Chapter_1,content
Chapter_1,biogeochemical climate system
Chapter_1,Multiple Climate Indicators
Chapter_1,frozen water
Chapter_1,integrating
Chapter_1,instrumental observation
Chapter_1,land surface stations
Chapter_1,ocean surface measurements
Chapter_1,in situ atmospheric measurements
Chapter_1,historical documentations
Chapter_1,Annual mean values
Chapter_1,stripes
Chapter_1,latitude band means
Chapter_1,annual mean anomaly
Chapter_1,total global temperature change
Chapter_1,global energy balance
Chapter_1,land area mean precipitation
Chapter_1,Northern Hemisphere temperate regions
Chapter_1,freshwater ice
Chapter_1,solid precipitation
Chapter_1,total glacier mass
Chapter_1,averaged ocean heat content
Chapter_1,climatic indicators
Chapter_1,Paleoclimate archives
Chapter_1,borehole temperatures
Chapter_1,dominant cycles
Chapter_1,coldest glacial maxima
Chapter_1,warm
Chapter_1,periods
Chapter_1,paleoclimatic reconstructions
Chapter_1,CO2in air
Chapter_1,marine paleoclimate proxies
Chapter_1,dark grey line
Chapter_1,projected mean
Chapter_1,Coupled Model Intercomparison Project Phase
Chapter_1,Sea level changes
Chapter_1,oxygen isotope measurements
Chapter_1,ocean sediment cores
Chapter_1,sea level record
Chapter_1,projected median
Chapter_1,Best estimates
Chapter_1,iskers
Chapter_1,Marine Isotope Stage 11
Chapter_1,Paleoclimatic information
Chapter_1,polor ice cores
Chapter_1,extended warm periods
Chapter_1,warmer GMST
Chapter_1,summer sea ice reduction
Chapter_1,irreversible changes
Chapter_1,natural variation
Chapter_1,global datasets
Chapter_1,regional paleorecords
Chapter_1,global coherence
Chapter_1,permanent geological record
Chapter_1,rapid ocean acidification
Chapter_1,societal understanding
Chapter_1,UN Framework Convention on Climate Change
Chapter_1,Kyoto Protocol
Chapter_1,Third Assessment report
Chapter_1,Fifth Assessment Reports
Chapter_1,education
Chapter_1,Nationally Determined Contribution
Chapter_1,domestic mitigation measures
Chapter_1,Paris temperature goal
Chapter_1,ratcheting mechanism
Chapter_1,voluntary national pledges
Chapter_1,SED
Chapter_1,Body
Chapter_1,scientific integrity
Chapter_1,PA LTTG
Chapter_1,United Nations 2030 Agenda for
Chapter_1,Agenda
Chapter_1,SDG 13
Chapter_1,SDG 11
Chapter_1,sustainable cities and communities
Chapter_1,UN Conference on Housing
Chapter_1,Urban Agenda
Chapter_1,SFDRR
Chapter_1,hazard characteristics
Chapter_1,integrative risk management
Chapter_1,sustainable solutions
Chapter_1,biodiversity loss
Chapter_1,IPCC model
Chapter_1,nexus approach
Chapter_1,interconnection
Chapter_1,air quality concerns
Chapter_1,Gothenburg Protocol
Chapter_1,ribution
Chapter_1,Global Stocktake
Chapter_1,David Frame
Chapter_1,New
Chapter_1,formal avenues
Chapter_1,scientific inputs
Chapter_1,Structured Expert Dialogues
Chapter_1,IPCC AR6 Special Reports
Chapter_1,Talanoa dialogue
Chapter_1,COP23
Chapter_1,global stocktake process
Chapter_1,net zero greenhouse gas emissions
Chapter_1,WGIII reports
Chapter_1,global mean surface air temperatures
Chapter_1,food production systems
Chapter_1,Ampl
Chapter_1,positive feedback loop
Chapter_1,Sea ice area
Chapter_1,polar life
Chapter_1,flows
Chapter_1,First Nations
Chapter_1,permafrost regions
Chapter_1,carbon cycle interactions
Chapter_1,Regional sea level change
Chapter_1,vertical land movement
Chapter_1,ice mass changes
Chapter_1,ocean dynamical changes
Chapter_1,calciferous shells
Chapter_1,upper ocean waters
Chapter_1,seafood supply
Chapter_1,bushfires
Chapter_1,infrastructure planning
Chapter_1,extreme storms
Chapter_1,extreme sea level
Chapter_1,QuestionChapterPotential Relevance
Chapter_1,response space
Chapter_1,low emissions scenarios
Chapter_1,climate policy implementation
Chapter_1,emissions mitigation pledges
Chapter_1,peak warming levels
Chapter_1,transfer function
Chapter_1,global average change
Chapter_1,ice volume change
Chapter_1,pollution
Chapter_1,surface water availability
Chapter_1,drought probability
Chapter_1,irreversible sea level rise
Chapter_1,thresholds
Chapter_1,sea level rise commitments
Chapter_1,disaster risk reduction
Chapter_1,CH4 clathrate feedbacks
Chapter_1,ocean turnover circulation changes
Chapter_1,climate adaptation
Chapter_1,Global warming potentials
Chapter_1,emissions trading schemes
Chapter_1,Mountain glaciers
Chapter_1,cover
Chapter_1,Changing river discharge
Chapter_1,Melting mountain glaciers
Chapter_1,adaptation purposes
Chapter_1,West African monsoon drought
Chapter_1,southern Australian rainfall decline
Chapter_1,Caribbean small island summer drought
Chapter_1,Cape Town
Chapter_1,Hindu Kush Himalaya
Chapter_1,anthropogenic GHG
Chapter_1,regional pattern
Chapter_1,broader environmental benefits
Chapter_1,tropospheric ozone recovery
Chapter_1,large natural variability
Chapter_1,accelerated climate change
Chapter_1,IPCC Assessment Process
Chapter_1,multidisciplinary science assessments
Chapter_1,Internet sources
Chapter_1,Climate Change Understanding
Chapter_1,shared understanding
Chapter_1,diverse
Chapter_1,world cultures
Chapter_1,national identities
Chapter_1,religions
Chapter_1,global climate science
Chapter_1,Political cultures
Chapter_1,political orientation
Chapter_1,political party identification
Chapter_1,clusters of nations
Chapter_1,public attitudes
Chapter_1,political affiliation
Chapter_1,corporations
Chapter_1,media treatment
Chapter_1,public responses
Chapter_1,political party affiliation
Chapter_1,corporate influence
Chapter_1,high variability
Chapter_1,risk perceptions
Chapter_1,public concern
Chapter_1,climate change communication
Chapter_1,AR5 cycle
Chapter_1,Calibrated Uncertainty Language
Chapter_1,Guidance Notes
Chapter_1,uncertainty Guidance Note
Chapter_1,Key chapter findings
Chapter_1,certainty
Chapter_1,qualitative measure
Chapter_1,mechanistic understanding
Chapter_1,formal confidence assessment
Chapter_1,statements of fact
Chapter_1,summary statements
Chapter_1,evidence
Chapter_1,agreement statement
Chapter_1,Ifthe expert judgement
Chapter_1,single events
Chapter_1,broader outcomes
Chapter_1,probabil
Chapter_1,quantitative analyses
Chapter_1,complete probability distributions
Chapter_1,percentile ranges
Chapter_1,assessment findings
Chapter_1,state of knowledge
Chapter_1,likelihood terms
Chapter_1,expert judgments
Chapter_1,median value
Chapter_1,IPCC framework
Chapter_1,transparency
Chapter_1,expert judgements
Chapter_1,probability terms
Chapter_1,IPCC uncertainty guidance
Chapter_1,lay readers
Chapter_1,IPCC likelihood statements
Chapter_1,IPCC authors
Chapter_1,British lay readers
Chapter_1,Chinese lay people
Chapter_1,uncertainty language
Chapter_1,wide uncertainty intervals
Chapter_1,subjective uncertainty
Chapter_1,shared framework
Chapter_1,substantial uncertainties
Chapter_1,numerical values
Chapter_1,FAQs
Chapter_1,decision making
Chapter_1,marine ice cliff instability
Chapter_1,Climate Change Communication
Chapter_1,WGIII Assessment
Chapter_1,ethical values
Chapter_1,international law
Chapter_1,human life
Chapter_1,subsistence
Chapter_1,scientific knowledge
Chapter_1,explanatory power
Chapter_1,predictive accuracy
Chapter_1,falsifiability
Chapter_1,replicability
Chapter_1,explicit reasoning
Chapter_1,institutional values
Chapter_1,organized scepticism
Chapter_1,disinterestedness
Chapter_1,documented evidence
Chapter_1,publication
Chapter_1,peer review
Chapter_1,institutional review
Chapter_1,research ethics
Chapter_1,open data
Chapter_1,open code
Chapter_1,climate modelling centers
Chapter_1,FAIR
Chapter_1,data stewardship principles
Chapter_1,Climate science norms
Chapter_1,national academies
Chapter_1,reasoning
Chapter_1,gender
Chapter_1,ethnicity
Chapter_1,nationality
Chapter_1,climate science information
Chapter_1,equity
Chapter_1,climate model improvement
Chapter_1,reliable simulation
Chapter_1,future policy
Chapter_1,false alarms
Chapter_1,missed warnings
Chapter_1,Type II errors
Chapter_1,social values
Chapter_1,reliability
Chapter_1,informativeness
Chapter_1,Climate Information
Chapter_1,typological
Chapter_1,temporal frames
Chapter_1,baseline periods
Chapter_1,Regional climate change information
Chapter_1,regional information needs
Chapter_1,policy decisions
Chapter_1,scientific climate information
Chapter_1,UK Climate Projections 2009
Chapter_1,information needs
Chapter_1,scientific idioms
Chapter_1,Economic theory
Chapter_1,making
Chapter_1,resource management
Chapter_1,community approaches
Chapter_1,scientific information
Chapter_1,access mechanism
Chapter_1,Global Framework
Chapter_1,GFCS
Chapter_1,climate information providers
Chapter_1,decision makers
Chapter_1,wind
Chapter_1,ocean conditions
Chapter_1,vulnerability analyses
Chapter_1,health trends
Chapter_1,population distributions
Chapter_1,infrastructure maps
Chapter_1,climate change risk assessment
Chapter_1,Media Coverage
Chapter_1,climate change news
Chapter_1,local identities
Chapter_1,social justice
Chapter_1,audience segmentation studies
Chapter_1,public climate change concern
Chapter_1,television network news
Chapter_1,probability framing
Chapter_1,Climate Matters
Chapter_1,Internet resource
Chapter_1,US television weather forecasters
Chapter_1,media outlets
Chapter_1,climate crisis
Chapter_1,global heating
Chapter_1,climate emergency
Chapter_1,Google searches
Chapter_1,social movements
Chapter_1,Latin American countries
Chapter_1,Internet
Chapter_1,incivility
Chapter_1,filter bubbles
Chapter_1,climate communication
Chapter_1,IPCC WGI Assessment Reports
Chapter_1,Climate science milestones
Chapter_1,Milestones
Chapter_1,anomaly
Chapter_1,Instrumental Observations
Chapter_1,major climate variables
Chapter_1,instrumental climate observations
Chapter_1,Instrumental weather observation
Chapter_1,thermometers
Chapter_1,barometers
Chapter_1,colonial weather services
Chapter_1,naval weather logs
Chapter_1,currents
Chapter_1,air pressure
Chapter_1,naval logs
Chapter_1,mapped seasonal isotherms
Chapter_1,Réseau Mondial
Chapter_1,Monthly Climatic Data
Chapter_1,Landand ocean surface temperature data
Chapter_1,computer
Chapter_1,surface station records
Chapter_1,global land temperature time series
Chapter_1,benchmark study
Chapter_1,Japan Meteorological Agency
Chapter_1,bias
Chapter_1,buckets
Chapter_1,engine intake thermometers
Chapter_1,drifting buoys
Chapter_1,China Meteorological Administration
